# Obs_X , Obs_Y , Obs_Z , UV_X , UV_Y , UV_Z , Vmag , detID , eclipticLat , obsCode , solarElong , timeUTC , trkID
-0.17386955527379636 , -1.0003772064851104 , 5.9010690962878845e-05 , 0.5261910392911846 , -0.7768963262368959 , -0.34576739066788514 , 19.5 , Kqg3gm00000063n001000000Z , -0.3530564964761769 , F51 , 2.312165085719518 , 2457185.09098 , 000002DTXX
-0.17400538031975316 , -1.0003541747155291 , 5.957150965318316e-05 , 0.5261916694876458 , -0.7769057249446298 , -0.34574531307027634 , 19.5 , Kqg3gm00000063n001000000Y , -0.35303296772716886 , F51 , 2.3120573942814433 , 2457185.08292 , 000002DTXX
-0.174141272228268 , -1.0003310554330094 , 6.010248181413025e-05 , 0.5261914717277641 , -0.77691531798326 , -0.34572405725367095 , 19.6 , Kqg3gm00000063n001000000X , -0.3530103149672272 , F51 , 2.3119500913236424 , 2457185.07486 , 000002DTXX
-0.979908034652215 , 0.1632344558953768 , 2.690583488350158e-05 , -0.9786696329688378 , 0.10509084793004318 , 0.17652666423513705 , 21.9 , KjAD8P0100005jwK0100001OX , 0.17745657482475888 , G96 , 2.9549897185139953 , 2456727.90423 , 000001pYOn
-0.9798905772314095 , 0.16333418810877715 , 2.6419755732542998e-05 , -0.9786722138410997 , 0.10506314646375296 , 0.1765288449814839 , 20.8 , KjAD8P0100005jwK0100001OW , 0.17745879036469187 , G96 , 2.954947007142516 , 2456727.89844 , 000001pYOn
-0.9798731864552747 , 0.1634332456282802 , 2.5930074652583114e-05 , -0.9786735709599464 , 0.10503898742746416 , 0.17653569787643375 , 20.2 , KjAD8P0100005jwK0100001OV , 0.17746575260261352 , G96 , 2.954901064236248 , 2456727.89269 , 000001pYOn
-0.9798557109217025 , 0.16353248822813485 , 2.543322919334327e-05 , -0.9786755806405377 , 0.10501482962002517 , 0.17653892890176792 , 21.7 , KjAD8P0100005jwK0100001OU , 0.1774690351843455 , G96 , 2.9548584513846308 , 2456727.88693 , 000001pYOn
0.44584801747245373 , 0.8806639261559568 , 1.592403353756457e-05 , 0.9709001400987659 , 0.2354982439595701 , 0.04351430854506983 , 20.3 , JRODAt0100004VxJ01000002l , 0.043528052613865914 , 691 , 2.2765957581905303 , 2451873.6303 , 000000PHmz
0.4461873839942698 , 0.880491775862366 , 1.7881713298724862e-05 , 0.9709057409123182 , 0.23548218468185955 , 0.04347623443861075 , 20.4 , JRODAt0100004VxJ01000002k , 0.043489942441189915 , 691 , 2.2769652493716803 , 2451873.60857 , 000000PHmz
0.4465280380359845 , 0.8803185553809212 , 1.9812446765104732e-05 , 0.9709113400391708 , 0.23546612498741337 , 0.0434381602597711 , 20.3 , JRODAt0100004VxJ01000002j , 0.04345183225926885 , 691 , 2.277336390548705 , 2451873.58671 , 000000PHmz
